# a0 a2 a4 a6 delta sigma
1.00000 0.13927 -0.01233 -0.00000 0.00 2.89
1.00000 0.13902 -0.01229 -0.00000 0.00 2.90
1.00000 0.13877 -0.01224 -0.00000 0.00 2.90
1.00000 0.13852 -0.01219 -0.00000 0.00 2.90
1.00000 0.13828 -0.01215 -0.00000 0.00 2.91
1.00000 0.13803 -0.01210 -0.00000 0.00 2.91
1.00000 0.13778 -0.01205 -0.00000 0.00 2.91
1.00000 0.13754 -0.01201 -0.00000 0.00 2.91
1.00000 0.13729 -0.01196 -0.00000 0.00 2.92
1.00000 0.13705 -0.01192 -0.00000 0.00 2.92
1.00000 0.13681 -0.01187 -0.00000 0.00 2.92
1.00000 0.13656 -0.01183 -0.00000 0.00 2.93
1.00000 0.13632 -0.01178 -0.00000 0.00 2.93
1.00000 0.13608 -0.01174 -0.00000 0.00 2.93
1.00000 0.13584 -0.01169 -0.00000 0.00 2.94
1.00000 0.13560 -0.01165 -0.00000 0.00 2.94
1.00000 0.13535 -0.01160 -0.00000 0.00 2.94
1.00000 0.13512 -0.01156 -0.00000 0.00 2.94
1.00000 0.13488 -0.01152 -0.00000 0.00 2.95
1.00000 0.13464 -0.01147 -0.00000 0.00 2.95
1.00000 0.13440 -0.01143 -0.00000 0.00 2.95
1.00000 0.13416 -0.01139 -0.00000 0.00 2.96
1.00000 0.13393 -0.01134 -0.00000 0.00 2.96
1.00000 0.13369 -0.01130 -0.00000 0.00 2.96
1.00000 0.13345 -0.01126 -0.00000 0.00 2.97
1.00000 0.13322 -0.01122 -0.00000 0.00 2.97
1.00000 0.13298 -0.01117 -0.00000 0.00 2.97
1.00000 0.13275 -0.01113 -0.00000 0.00 2.97
1.00000 0.13252 -0.01109 -0.00000 0.00 2.98
1.00000 0.13228 -0.01105 -0.00000 0.00 2.98
1.00000 0.13205 -0.01101 -0.00000 0.00 2.98
1.00000 0.13182 -0.01097 -0.00000 0.00 2.99
1.00000 0.13159 -0.01093 -0.00000 0.00 2.99
1.00000 0.13136 -0.01089 -0.00000 0.00 2.99
1.00000 0.13113 -0.01085 -0.00000 0.00 3.00
1.00000 0.13090 -0.01080 -0.00000 0.00 3.00
1.00000 0.13067 -0.01076 -0.00000 0.00 3.00
1.00000 0.13044 -0.01072 -0.00000 0.00 3.00
1.00000 0.13021 -0.01068 -0.00000 0.00 3.01
1.00000 0.12998 -0.01065 -0.00000 0.00 3.01
1.00000 0.12976 -0.01061 -0.00000 0.00 3.01
1.00000 0.12953 -0.01057 -0.00000 0.00 3.02
1.00000 0.12931 -0.01053 -0.00000 0.00 3.02
1.00000 0.12908 -0.01049 -0.00000 0.00 3.02
1.00000 0.12886 -0.01045 -0.00000 0.00 3.03
1.00000 0.12863 -0.01041 -0.00000 0.00 3.03
1.00000 0.12841 -0.01037 -0.00000 0.00 3.03
1.00000 0.12819 -0.01033 -0.00000 0.00 3.03
1.00000 0.12796 -0.01030 -0.00000 0.00 3.04
1.00000 0.12774 -0.01026 -0.00000 0.00 3.04
1.00000 0.12752 -0.01022 -0.00000 0.00 3.04
1.00000 0.12730 -0.01018 -0.00000 0.00 3.05
1.00000 0.12708 -0.01015 -0.00000 0.00 3.05
1.00000 0.12686 -0.01011 -0.00000 0.00 3.05
1.00000 0.12664 -0.01007 -0.00000 0.00 3.06
1.00000 0.12642 -0.01003 -0.00000 0.00 3.06
1.00000 0.12620 -0.01000 -0.00000 0.00 3.06
1.00000 0.12598 -0.00996 -0.00000 0.00 3.06
1.00000 0.12577 -0.00992 -0.00000 0.00 3.07
1.00000 0.12555 -0.00989 -0.00000 0.00 3.07
1.00000 0.12533 -0.00985 -0.00000 0.00 3.07
1.00000 0.12512 -0.00982 -0.00000 0.00 3.08
1.00000 0.12490 -0.00978 -0.00000 0.00 3.08
1.00000 0.12469 -0.00974 -0.00000 0.00 3.08
1.00000 0.12447 -0.00971 -0.00000 0.00 3.08
1.00000 0.12426 -0.00967 -0.00000 0.00 3.09
1.00000 0.12405 -0.00964 -0.00000 0.00 3.09
1.00000 0.12383 -0.00960 -0.00000 0.00 3.09
1.00000 0.12362 -0.00957 -0.00000 0.00 3.10
